Emp ID,Employee,Spy,Department,"Hiring Date, Salary & Bonus",Bonus,Current Status,City Emp ID,Extra columns,"mail.id, city, pin no & land no, Employment type, marital status, age, designation, gender "
EMP-245-B,SHANE   ,Sp  ,sales,17-06-2018  7000    300 ,,On Leave    ,Mumbai    EMP-423-C ,RemoveMe,shane@gmail.com            mumbai      TOKYO     916957  WID-509   Intern        Married   42   Specialist          Male
EMP-513-C,ASHLEY  ,Ex  ,sales,08-05-2024  12000       ,500,Terminated  ,New York  EMP-795-B ,###,ashley@gmail.com           new york    NY        253297  WID-404   On Home       Single    45   Executive           Female
EMP-113-B,Alicia  ,Ma  ,LOGISTICS,27-12-2021  7000    300 ,,On Leave    ,Delhi     EMP-950-C ,RemoveMe,alicia@gmail.com           delhi       MAH       886791  WID-780   Part-Time     Married   23   Manager             Female
EMP-105-B,WILLIAM ,Sp  ,hr,18-08-2024  7000    300 ,1000$,Terminated  ,Delhi     EMP-658-B ,,william@gmail.com          delhi       DELHI     789474  WID-263   Part-Time     Single    39   Specialist          Male
EMP-227-C,CRYSTAL ,Ma  ,sales,24-12-2018  12000       ,500,Inactive    ,Mumbai    EMP-870-C ,RemoveMe,crystal@gmail.com          mumbai      DELHI     333060  WID-496   Hybrid        Single    35   Manager             Female
EMP-297-C,CHRISTOPHER,An  ,SALES,29-11-2012  10000       ,N/A,Inactive    ,Delhi     EMP-351-C ,###,christopher@gmail.com      delhi       NY        721292  WID-489   Hybrid        Single    38   Analyst             Male
EMP-698-C,patricia,Ex  ,finance,14-02-2012  7000    500 ,N/A,On Leave    ,Delhi     EMP-462-A ,,patricia@gmail.com         delhi       DELHI     578939  WID-182   Contract      Single    22   Executive           Female
EMP-629-A,ELIZABETH,An  ,hr,11-12-2022  7000    500 ,1000$,Terminated  ,Delhi     EMP-958-C ,,elizabeth@gmail.com        delhi       TOKYO     654787  WID-428   Full-Time     Single    22   Analyst             Female
EMP-935-C,GEORGE  ,Ma  ,finance,07-10-2018  7000        ,,Inactive    ,Paris     EMP-470-B ,Unnecessary,george@gmail.com           paris       PARIS     460832  WID-472   Intern        Married   34   Manager             Male
EMP-235-C,NANCY   ,Ex  ,SALES,14-09-2019  12000       ,Two Hundred,Terminated  ,New York  EMP-180-A ,###,nancy@gmail.com            new york    NY        624787  WID-549   Intern        Single    38   Executive           Female
EMP-645-B,david   ,An  ,finance,11-09-2018  12000   300 ,N/A,Terminated  ,New York  EMP-237-C ,###,david@gmail.com            new york    DELHI     490337  WID-511   Intern        Married   22   Analyst             Male
EMP-525-C,DAWN    ,Ma  ,sales,23-03-2018  12000   300 ,N/A,On Leave    ,Tokyo     EMP-589-C ,Unnecessary,dawn@gmail.com             tokyo       TOKYO     820781  WID-393   Full-Time     Single    28   Manager             Female
EMP-818-A,ALEXIS  ,Sp  ,LOGISTICS,02-06-2016  7000    500 ,1000$,Terminated  ,New York  EMP-606-B ,,alexis@gmail.com           new york    MAH       215815  WID-309   On Home       Single    43   Specialist          Female
EMP-391-A,elizabeth,Sp  ,SALES,05-02-2016  12000   500 ,Two Hundred,On Leave    ,Delhi     EMP-290-B ,Unnecessary,elizabeth@gmail.com        delhi       PARIS     872928  WID-623   Part-Time     Single    39   Specialist          Female
EMP-946-A,steven  ,De  ,it,06-08-2023  12000       ,500,On Leave    ,Paris     EMP-420-B ,,steven@gmail.com           paris       NY        606500  WID-651   Hybrid        Married   50   Developer           Male
EMP-602-C,matthew ,An  ,it,19-02-2025  10000       ,N/A,On Leave    ,Delhi     EMP-384-C ,Unnecessary,matthew@gmail.com          delhi       DELHI     823617  WID-325   Intern        Single    29   Analyst             Male
EMP-660-C,Stephanie,Ex  ,LOGISTICS,21-07-2020  10000   500 ,Two Hundred,Inactive    ,Tokyo     EMP-777-C ,Unnecessary,stephanie@gmail.com        tokyo       DELHI     333889  WID-271   Intern        Single    41   Executive           Female
EMP-777-B,JOHN    ,Ma  ,sales,05-01-2015  7000        ,N/A,Terminated  ,Mumbai    EMP-196-A ,RemoveMe,john@gmail.com             mumbai      TOKYO     394404  WID-656   Intern        Single    27   Manager             Male
EMP-322-A,Michael ,Ma  ,hr,22-10-2022  10000   500 ,N/A,On Leave    ,Tokyo     EMP-557-C ,,michael@gmail.com          tokyo       DELHI     569971  WID-697   Intern        Single    43   Manager             Male
EMP-561-C,margaret,An  ,it,08-12-2012  10000   300 ,500,Terminated  ,Tokyo     EMP-158-B ,###,margaret@gmail.com         tokyo       TOKYO     392719  WID-265   Part-Time     Single    25   Analyst             Female
EMP-172-C,veronica,An  ,sales,26-12-2024  10000   300 ,300,Inactive    ,Delhi     EMP-734-C ,###,veronica@gmail.com         delhi       TOKYO     321521  WID-778   Full-Time     Single    37   Analyst             Female
EMP-214-C,CONNIE  ,De  ,hr,30-10-2012  7000        ,,On Leave    ,Delhi     EMP-710-B ,RemoveMe,connie@gmail.com           delhi       MAH       889886  WID-475   Contract      Married   49   Developer           Female
EMP-204-C,howard  ,Sp  ,hr,12-12-2010  12000   300 ,300,Inactive    ,New York  EMP-599-C ,,howard@gmail.com           new york    MAH       994378  WID-619   Full-Time     Single    38   Specialist          Male
EMP-461-A,Dana    ,Ma  ,it,10-01-2023  7000        ,,On Leave    ,Mumbai    EMP-611-A ,,dana@gmail.com             mumbai      DELHI     280083  WID-536   Intern        Married   44   Manager             Female
EMP-527-B,MELISSA ,De  ,SALES,30-09-2017  10000       ,Two Hundred,On Leave    ,Mumbai    EMP-581-C ,Unnecessary,melissa@gmail.com          mumbai      DELHI     890954  WID-981   Hybrid        Married   23   Developer           Female
EMP-191-C,Heather ,Ma  ,sales,31-01-2023  12000   500 ,,On Leave    ,New York  EMP-715-B ,Unnecessary,heather@gmail.com          new york    MAH       335832  WID-867   Contract      Married   38   Manager             Female
EMP-110-C,ANN     ,An  ,it,05-11-2016  7000    500 ,300,Inactive    ,Delhi     EMP-593-B ,,ann@gmail.com              delhi       MAH       458639  WID-850   Part-Time     Single    46   Analyst             Female
EMP-776-C,margaret,An  ,hr,30-01-2015  10000   500 ,1000$,Inactive    ,Mumbai    EMP-671-A ,,margaret@gmail.com         mumbai      PARIS     288223  WID-744   On Home       Married   50   Analyst             Female
EMP-571-C,Shawn   ,De  ,SALES,19-12-2021  10000   500 ,Two Hundred,On Leave    ,Delhi     EMP-504-A ,,shawn@gmail.com            delhi       TOKYO     964880  WID-685   Hybrid        Married   25   Developer           Male
EMP-816-B,kimberly,Ma  ,it,23-01-2018  10000       ,1000$,Terminated  ,New York  EMP-894-A ,Unnecessary,kimberly@gmail.com         new york    MAH       646639  WID-717   Part-Time     Single    34   Manager             Female
EMP-401-B,William ,De  ,finance,28-04-2025  12000   500 ,300,Inactive    ,Paris     EMP-907-C ,Unnecessary,william@gmail.com          paris       PARIS     133670  WID-651   Intern        Single    45   Developer           Male
EMP-736-A,joseph  ,Ex  ,hr,07-12-2014  7000        ,300,Terminated  ,Delhi     EMP-510-C ,RemoveMe,joseph@gmail.com           delhi       NY        301441  WID-165   Full-Time     Single    37   Executive           Male
EMP-583-A,SUSAN   ,Ex  ,SALES,09-05-2016  10000   300 ,300,On Leave    ,New York  EMP-823-B ,,susan@gmail.com            new york    MAH       279988  WID-111   On Home       Single    42   Executive           Female
EMP-742-A,STACY   ,An  ,LOGISTICS,26-01-2017  10000   500 ,,Inactive    ,Mumbai    EMP-521-C ,,stacy@gmail.com            mumbai      DELHI     115116  WID-351   Part-Time     Single    31   Analyst             Female
EMP-687-C,Kevin   ,Sp  ,SALES,13-02-2015  12000       ,,Terminated  ,Mumbai    EMP-879-C ,,kevin@gmail.com            mumbai      PARIS     264984  WID-993   Contract      Single    22   Specialist          Male
EMP-962-A,eric    ,An  ,it,13-02-2011  12000   300 ,300,Terminated  ,New York  EMP-459-C ,,eric@gmail.com             new york    NY        536761  WID-193   Full-Time     Married   32   Analyst             Male
EMP-270-B,Kevin   ,Sp  ,LOGISTICS,12-05-2022  7000    500 ,300,On Leave    ,Paris     EMP-459-A ,###,kevin@gmail.com            paris       NY        435459  WID-735   Hybrid        Single    23   Specialist          Male
EMP-250-C,greg    ,Ma  ,SALES,02-11-2020  7000        ,1000$,Inactive    ,Tokyo     EMP-620-A ,,greg@gmail.com             tokyo       DELHI     433768  WID-494   Full-Time     Single    28   Manager             Male
EMP-596-A,Barbara ,Ex  ,it,14-12-2023  10000   500 ,1000$,Inactive    ,Tokyo     EMP-279-A ,,barbara@gmail.com          tokyo       TOKYO     500141  WID-749   Part-Time     Single    44   Executive           Female
EMP-319-A,Jordan  ,Ex  ,sales,26-11-2023  7000    300 ,1000$,Inactive    ,Paris     EMP-337-C ,,jordan@gmail.com           paris       MAH       962684  WID-492   Full-Time     Married   42   Executive           Female
EMP-957-A,Ricky   ,Sp  ,sales,30-04-2015  12000       ,1000$,On Leave    ,Paris     EMP-401-A ,,ricky@gmail.com            paris       MAH       383282  WID-487   Intern        Single    28   Specialist          Male
EMP-519-B,BRIAN   ,An  ,SALES,24-07-2010  7000        ,500,Inactive    ,Tokyo     EMP-343-B ,,brian@gmail.com            tokyo       MAH       499768  WID-313   Intern        Married   38   Analyst             Male
EMP-583-B,Kathryn ,An  ,it,30-01-2022  10000       ,300,Terminated  ,Paris     EMP-279-B ,,kathryn@gmail.com          paris       PARIS     681419  WID-355   On Home       Single    26   Analyst             Female
EMP-484-A,BRIDGET ,Sp  ,it,02-01-2022  12000   500 ,Two Hundred,On Leave    ,Paris     EMP-691-B ,Unnecessary,bridget@gmail.com          paris       DELHI     602901  WID-267   Hybrid        Married   50   Specialist          Female
EMP-285-C,Chris   ,An  ,LOGISTICS,08-05-2015  10000   500 ,N/A,Terminated  ,Paris     EMP-314-B ,,chris@gmail.com            paris       PARIS     371176  WID-715   Full-Time     Married   23   Analyst             Male
EMP-582-A,Marcus  ,Ex  ,sales,20-09-2021  12000       ,300,On Leave    ,Delhi     EMP-917-C ,###,marcus@gmail.com           delhi       TOKYO     322577  WID-448   Contract      Single    36   Executive           Male
EMP-633-B,Carla   ,De  ,SALES,14-09-2018  10000   300 ,Two Hundred,Inactive    ,New York  EMP-544-B ,,carla@gmail.com            new york    TOKYO     834838  WID-560   Hybrid        Married   35   Developer           Female
EMP-503-C,Donna   ,De  ,SALES,10-01-2024  7000    300 ,300,Inactive    ,Delhi     EMP-966-B ,,donna@gmail.com            delhi       DELHI     325331  WID-736   Intern        Single    46   Developer           Female
EMP-885-C,ELIZABETH,De  ,hr,21-02-2018  7000        ,300,Terminated  ,Paris     EMP-542-C ,###,elizabeth@gmail.com        paris       NY        629722  WID-433   Full-Time     Married   45   Developer           Female
EMP-845-B,Andrew  ,De  ,sales,27-03-2015  10000       ,500,Terminated  ,Paris     EMP-676-C ,RemoveMe,andrew@gmail.com           paris       PARIS     485810  WID-799   Part-Time     Single    28   Developer           Male
EMP-316-B,SAMANTHA,Sp  ,sales,09-07-2012  10000   500 ,1000$,On Leave    ,Paris     EMP-518-C ,,samantha@gmail.com         paris       NY        242306  WID-690   Part-Time     Married   23   Specialist          Female
EMP-159-C,Anthony ,Ma  ,sales,16-08-2015  10000   300 ,500,Terminated  ,Tokyo     EMP-271-B ,Unnecessary,anthony@gmail.com          tokyo       TOKYO     236370  WID-920   Intern        Single    49   Manager             Male
EMP-721-B,Aaron   ,An  ,it,30-05-2016  12000   300 ,N/A,Terminated  ,New York  EMP-862-A ,RemoveMe,aaron@gmail.com            new york    NY        531250  WID-873   Intern        Married   42   Analyst             Male
EMP-404-A,Mary    ,De  ,hr,06-06-2010  7000        ,1000$,Inactive    ,Delhi     EMP-300-B ,,mary@gmail.com             delhi       NY        188688  WID-624   Contract      Single    48   Developer           Female
EMP-839-C,ANTHONY ,An  ,it,05-10-2012  7000    500 ,Two Hundred,Inactive    ,New York  EMP-441-A ,,anthony@gmail.com          new york    TOKYO     628183  WID-925   Hybrid        Single    42   Analyst             Male
EMP-477-C,Gregory ,De  ,LOGISTICS,29-03-2015  10000   500 ,1000$,Terminated  ,Tokyo     EMP-877-B ,,gregory@gmail.com          tokyo       NY        154112  WID-149   Part-Time     Married   26   Developer           Male
EMP-526-B,RACHEL  ,Sp  ,hr,17-12-2018  12000       ,Two Hundred,Inactive    ,Paris     EMP-743-C ,RemoveMe,rachel@gmail.com           paris       MAH       356487  WID-364   Intern        Married   44   Specialist          Female
EMP-236-B,Maurice ,Ex  ,SALES,02-07-2023  12000       ,N/A,On Leave    ,Mumbai    EMP-550-C ,,maurice@gmail.com          mumbai      PARIS     150139  WID-531   Full-Time     Married   50   Executive           Male
EMP-126-A,JUSTIN  ,Sp  ,LOGISTICS,19-11-2011  7000    500 ,500,Terminated  ,Paris     EMP-572-B ,Unnecessary,justin@gmail.com           paris       NY        511475  WID-277   On Home       Married   29   Specialist          Male
EMP-546-A,Michelle,An  ,hr,05-11-2012  12000   500 ,500,Inactive    ,Tokyo     EMP-600-B ,###,michelle@gmail.com         tokyo       TOKYO     400788  WID-371   Intern        Married   43   Analyst             Female
EMP-302-C,Whitney ,Ex  ,it,07-10-2013  7000    500 ,300,Inactive    ,Paris     EMP-556-C ,,whitney@gmail.com          paris       MAH       588354  WID-570   Contract      Single    34   Executive           Female
EMP-435-C,jessica ,Sp  ,it,17-10-2011  12000   500 ,,On Leave    ,Delhi     EMP-531-B ,,jessica@gmail.com          delhi       NY        309422  WID-463   Full-Time     Married   33   Specialist          Female
EMP-438-C,EARL    ,De  ,it,19-12-2010  12000   500 ,N/A,On Leave    ,Mumbai    EMP-736-C ,Unnecessary,earl@gmail.com             mumbai      DELHI     135124  WID-159   Full-Time     Single    45   Developer           Male
EMP-113-C,kara    ,An  ,finance,14-06-2016  12000       ,300,On Leave    ,Mumbai    EMP-839-B ,Unnecessary,kara@gmail.com             mumbai      PARIS     483209  WID-451   Part-Time     Married   35   Analyst             Female
EMP-317-B,DANIELLE,Ex  ,LOGISTICS,18-12-2021  10000   500 ,500,Terminated  ,New York  EMP-746-C ,,danielle@gmail.com         new york    DELHI     997022  WID-787   Full-Time     Single    22   Executive           Female
EMP-926-B,MARK    ,Sp  ,finance,10-08-2017  10000   300 ,,Inactive    ,Paris     EMP-179-A ,,mark@gmail.com             paris       NY        674219  WID-714   On Home       Married   24   Specialist          Male
EMP-522-B,Jennifer,De  ,sales,02-02-2012  10000   500 ,,Terminated  ,New York  EMP-178-B ,,jennifer@gmail.com         new york    NY        635535  WID-847   Contract      Married   24   Developer           Female
EMP-889-A,Stephanie,Sp  ,LOGISTICS,23-07-2015  12000   300 ,1000$,Inactive    ,New York  EMP-521-B ,,stephanie@gmail.com        new york    TOKYO     743941  WID-787   On Home       Married   44   Specialist          Female
EMP-433-B,Linda   ,Sp  ,SALES,14-05-2013  10000       ,,Terminated  ,Paris     EMP-700-B ,###,linda@gmail.com            paris       TOKYO     835454  WID-117   Hybrid        Single    27   Specialist          Female
EMP-601-B,JUSTIN  ,An  ,hr,20-12-2021  10000   500 ,500,Inactive    ,Mumbai    EMP-532-B ,,justin@gmail.com           mumbai      NY        353723  WID-975   Full-Time     Married   43   Analyst             Male
EMP-340-C,SHAWN   ,Sp  ,it,08-02-2024  7000    500 ,500,On Leave    ,Paris     EMP-321-A ,Unnecessary,shawn@gmail.com            paris       DELHI     422466  WID-644   Intern        Married   37   Specialist          Male
EMP-944-B,KENNETH ,An  ,it,17-01-2022  10000   500 ,1000$,On Leave    ,Paris     EMP-850-C ,,kenneth@gmail.com          paris       NY        417137  WID-612   Contract      Single    31   Analyst             Male
EMP-371-A,RANDALL ,An  ,it,03-09-2014  12000   300 ,300,Terminated  ,Paris     EMP-117-C ,,randall@gmail.com          paris       DELHI     629057  WID-994   On Home       Single    47   Analyst             Male
EMP-231-A,chad    ,An  ,finance,07-11-2019  7000    300 ,1000$,Inactive    ,New York  EMP-417-B ,Unnecessary,chad@gmail.com             new york    NY        484270  WID-590   Contract      Single    28   Analyst             Male
EMP-851-C,CURTIS  ,Sp  ,hr,11-08-2015  10000   300 ,N/A,Inactive    ,Paris     EMP-373-B ,###,curtis@gmail.com           paris       MAH       652838  WID-890   Contract      Single    41   Specialist          Male
EMP-676-C,Bradley ,De  ,it,23-01-2020  12000       ,N/A,Inactive    ,Tokyo     EMP-451-C ,RemoveMe,bradley@gmail.com          tokyo       PARIS     840170  WID-926   Hybrid        Single    31   Developer           Male
EMP-585-C,Timothy ,Sp  ,it,07-04-2018  7000        ,Two Hundred,Terminated  ,Tokyo     EMP-485-B ,,timothy@gmail.com          tokyo       DELHI     995289  WID-453   Hybrid        Single    28   Specialist          Male
EMP-457-B,joshua  ,An  ,it,25-10-2016  10000   500 ,,On Leave    ,Tokyo     EMP-849-A ,RemoveMe,joshua@gmail.com           tokyo       DELHI     371702  WID-300   Hybrid        Single    28   Analyst             Male
EMP-339-B,richard ,Ma  ,it,09-08-2024  12000       ,,Inactive    ,Tokyo     EMP-688-B ,,richard@gmail.com          tokyo       PARIS     281811  WID-862   Part-Time     Single    25   Manager             Male
EMP-899-A,JESSICA ,Ex  ,it,11-10-2012  7000    300 ,300,Terminated  ,Delhi     EMP-402-C ,,jessica@gmail.com          delhi       DELHI     772256  WID-511   Full-Time     Single    32   Executive           Female
EMP-788-C,KELSEY  ,Ma  ,SALES,25-03-2022  7000    500 ,500,Terminated  ,Mumbai    EMP-294-A ,,kelsey@gmail.com           mumbai      DELHI     658706  WID-927   Contract      Married   36   Manager             Female
EMP-505-B,ERIK    ,De  ,LOGISTICS,28-01-2022  10000   500 ,Two Hundred,Terminated  ,Tokyo     EMP-410-C ,RemoveMe,erik@gmail.com             tokyo       TOKYO     980185  WID-886   Contract      Married   45   Developer           Male
EMP-113-C,Micheal ,Sp  ,it,22-05-2018  7000    500 ,300,Terminated  ,Delhi     EMP-859-A ,,micheal@gmail.com          delhi       TOKYO     999349  WID-711   Hybrid        Single    41   Specialist          Male
EMP-453-C,HEATHER ,De  ,finance,11-05-2018  12000       ,N/A,Terminated  ,Delhi     EMP-851-A ,RemoveMe,heather@gmail.com          delhi       TOKYO     771839  WID-123   Intern        Single    34   Developer           Female
EMP-641-B,JASON   ,An  ,SALES,26-05-2017  10000       ,N/A,Inactive    ,Mumbai    EMP-780-B ,###,jason@gmail.com            mumbai      MAH       537679  WID-237   On Home       Single    26   Analyst             Male
EMP-585-C,Joel    ,De  ,sales,05-12-2019  7000    300 ,1000$,Terminated  ,New York  EMP-765-B ,###,joel@gmail.com             new york    MAH       302954  WID-955   Hybrid        Married   38   Developer           Male
EMP-963-C,Allison ,Ma  ,finance,19-06-2023  10000   300 ,1000$,On Leave    ,Paris     EMP-335-A ,,allison@gmail.com          paris       TOKYO     239113  WID-777   On Home       Married   46   Manager             Female
EMP-423-C,Jason   ,Ex  ,finance,12-04-2023  12000   500 ,1000$,On Leave    ,Delhi     EMP-760-C ,,jason@gmail.com            delhi       DELHI     235075  WID-574   Contract      Married   45   Executive           Male
EMP-710-C,Charles ,Ma  ,hr,25-07-2015  10000       ,Two Hundred,On Leave    ,Tokyo     EMP-190-B ,,charles@gmail.com          tokyo       PARIS     941840  WID-442   Part-Time     Single    38   Manager             Male
EMP-210-A,Richard ,De  ,sales,16-04-2020  10000   300 ,1000$,On Leave    ,New York  EMP-394-C ,RemoveMe,richard@gmail.com          new york    DELHI     921219  WID-129   Part-Time     Single    35   Developer           Male
EMP-339-C,kayla   ,De  ,finance,01-08-2012  7000        ,Two Hundred,Terminated  ,Tokyo     EMP-142-C ,Unnecessary,kayla@gmail.com            tokyo       PARIS     864073  WID-693   Full-Time     Married   38   Developer           Female
EMP-608-B,lisa    ,Ex  ,hr,16-01-2020  7000    300 ,N/A,On Leave    ,Delhi     EMP-437-C ,###,lisa@gmail.com             delhi       NY        686011  WID-961   Contract      Married   38   Executive           Female
EMP-879-A,Sherry  ,Sp  ,SALES,01-05-2011  12000   300 ,,Terminated  ,Tokyo     EMP-949-A ,Unnecessary,sherry@gmail.com           tokyo       TOKYO     778590  WID-175   Part-Time     Married   35   Specialist          Female
EMP-810-C,Pedro   ,Ma  ,finance,05-02-2017  12000   500 ,1000$,On Leave    ,Mumbai    EMP-491-A ,RemoveMe,pedro@gmail.com            mumbai      TOKYO     183510  WID-386   Intern        Married   50   Manager             Male
EMP-623-A,Cameron ,Ex  ,it,26-10-2021  12000   300 ,N/A,Terminated  ,Delhi     EMP-977-C ,RemoveMe,cameron@gmail.com          delhi       PARIS     697203  WID-700   Contract      Single    44   Executive           Male
EMP-621-A,ABIGAIL ,Ma  ,sales,27-02-2024  10000   300 ,Two Hundred,Terminated  ,New York  EMP-848-A ,,abigail@gmail.com          new york    TOKYO     350996  WID-470   Part-Time     Married   39   Manager             Female
EMP-545-A,Phillip ,De  ,LOGISTICS,26-03-2019  10000   300 ,Two Hundred,On Leave    ,Delhi     EMP-439-C ,,phillip@gmail.com          delhi       TOKYO     683630  WID-326   Part-Time     Married   47   Developer           Male
EMP-432-C,Julia   ,De  ,it,06-05-2011  7000        ,Two Hundred,Terminated  ,New York  EMP-707-A ,###,julia@gmail.com            new york    MAH       272752  WID-476   On Home       Single    50   Developer           Female
EMP-576-A,Bradley ,Ex  ,sales,06-01-2015  10000       ,,On Leave    ,Paris     EMP-142-B ,,bradley@gmail.com          paris       MAH       412502  WID-622   Hybrid        Married   45   Executive           Male
EMP-972-A,sandra  ,An  ,SALES,23-06-2021  10000   500 ,500,On Leave    ,Tokyo     EMP-385-B ,,sandra@gmail.com           tokyo       NY        394362  WID-920   Hybrid        Single    45   Analyst             Female
EMP-408-A,ashley  ,Ma  ,it,13-07-2020  12000       ,500,On Leave    ,Paris     EMP-183-B ,Unnecessary,ashley@gmail.com           paris       MAH       627377  WID-430   Contract      Married   27   Manager             Female
EMP-932-C,Anne    ,Sp  ,finance,13-05-2015  10000   500 ,1000$,On Leave    ,Delhi     EMP-639-B ,###,anne@gmail.com             delhi       PARIS     226144  WID-800   Part-Time     Married   46   Specialist          Female
EMP-111-B,krystal ,Sp  ,finance,03-03-2022  10000       ,1000$,On Leave    ,Paris     EMP-516-B ,,krystal@gmail.com          paris       TOKYO     425772  WID-906   Contract      Single    35   Specialist          Female
EMP-604-C,erin    ,An  ,hr,16-06-2011  12000       ,,Terminated  ,Mumbai    EMP-928-A ,RemoveMe,erin@gmail.com             mumbai      DELHI     292608  WID-679   Part-Time     Married   48   Analyst             Female
EMP-521-A,bryan   ,Ma  ,SALES,13-05-2020  10000   300 ,1000$,On Leave    ,Paris     EMP-586-C ,Unnecessary,bryan@gmail.com            paris       TOKYO     649795  WID-754   Part-Time     Single    26   Manager             Male
EMP-705-B,michael ,Ex  ,LOGISTICS,31-12-2022  10000       ,1000$,Terminated  ,New York  EMP-666-A ,,michael@gmail.com          new york    NY        151710  WID-681   On Home       Married   44   Executive           Male
EMP-908-A,mitchell,Ex  ,SALES,10-05-2022  10000       ,1000$,On Leave    ,Paris     EMP-105-A ,###,mitchell@gmail.com         paris       TOKYO     492930  WID-958   Contract      Single    29   Executive           Male
EMP-677-C,Christine,Ma  ,SALES,14-11-2012  12000   300 ,300,Terminated  ,Paris     EMP-379-B ,RemoveMe,christine@gmail.com        paris       PARIS     512038  WID-116   Contract      Single    50   Manager             Female
EMP-463-C,kristina,De  ,sales,05-11-2018  10000       ,300,Inactive    ,Mumbai    EMP-239-A ,###,kristina@gmail.com         mumbai      NY        931844  WID-744   Contract      Single    49   Developer           Female
EMP-964-A,CHAD    ,Ex  ,finance,30-11-2021  12000   500 ,,Inactive    ,Tokyo     EMP-518-B ,Unnecessary,chad@gmail.com             tokyo       PARIS     144641  WID-856   On Home       Single    45   Executive           Male
EMP-851-B,mark    ,Ex  ,SALES,19-01-2013  12000   300 ,Two Hundred,Inactive    ,Mumbai    EMP-789-B ,RemoveMe,mark@gmail.com             mumbai      DELHI     266424  WID-564   Contract      Married   24   Executive           Male
EMP-899-A,eric    ,Ex  ,it,16-09-2015  12000   500 ,500,Inactive    ,Paris     EMP-589-C ,###,eric@gmail.com             paris       NY        567466  WID-624   Contract      Married   22   Executive           Male
EMP-998-B,michelle,An  ,it,13-07-2010  10000   500 ,N/A,Inactive    ,Tokyo     EMP-721-C ,###,michelle@gmail.com         tokyo       DELHI     260617  WID-166   Intern        Married   24   Analyst             Female
EMP-469-C,RENEE   ,An  ,LOGISTICS,11-01-2021  12000       ,1000$,On Leave    ,Paris     EMP-788-A ,###,renee@gmail.com            paris       MAH       356415  WID-539   Contract      Single    46   Analyst             Female
EMP-107-C,melissa ,De  ,it,15-05-2012  7000    500 ,1000$,Terminated  ,Paris     EMP-898-B ,RemoveMe,melissa@gmail.com          paris       NY        417710  WID-696   Full-Time     Married   32   Developer           Female
EMP-291-B,Austin  ,Ex  ,LOGISTICS,08-01-2013  12000   300 ,Two Hundred,Terminated  ,Tokyo     EMP-773-B ,Unnecessary,austin@gmail.com           tokyo       NY        861186  WID-204   Contract      Married   26   Executive           Male
EMP-640-A,Lindsey ,De  ,SALES,24-06-2012  12000   500 ,500,Terminated  ,Mumbai    EMP-985-A ,,lindsey@gmail.com          mumbai      PARIS     231060  WID-454   Part-Time     Married   36   Developer           Female
EMP-142-B,JOSEPH  ,Sp  ,LOGISTICS,17-08-2014  7000        ,500,Inactive    ,Paris     EMP-565-A ,Unnecessary,joseph@gmail.com           paris       NY        958413  WID-884   Contract      Married   24   Specialist          Male
EMP-515-A,CHRISTINE,Sp  ,hr,24-06-2018  10000   500 ,500,Terminated  ,New York  EMP-444-B ,,christine@gmail.com        new york    TOKYO     866749  WID-360   Full-Time     Single    42   Specialist          Female
EMP-222-C,ALLISON ,An  ,LOGISTICS,09-01-2019  7000    300 ,Two Hundred,Terminated  ,Paris     EMP-319-C ,RemoveMe,allison@gmail.com          paris       NY        484532  WID-781   Contract      Single    39   Analyst             Female
EMP-964-C,Jill    ,An  ,it,14-05-2011  12000   500 ,500,Terminated  ,New York  EMP-408-B ,,jill@gmail.com             new york    TOKYO     146463  WID-470   Hybrid        Single    34   Analyst             Female
EMP-952-C,Tammy   ,Ex  ,LOGISTICS,10-07-2015  10000   300 ,300,Terminated  ,Mumbai    EMP-318-C ,###,tammy@gmail.com            mumbai      MAH       119129  WID-853   On Home       Married   31   Executive           Female
EMP-622-A,jared   ,An  ,sales,20-07-2013  12000       ,Two Hundred,Terminated  ,Delhi     EMP-847-B ,,jared@gmail.com            delhi       PARIS     404974  WID-785   Hybrid        Married   29   Analyst             Male
EMP-544-B,Samantha,An  ,hr,27-09-2024  12000   500 ,Two Hundred,Terminated  ,Delhi     EMP-829-A ,RemoveMe,samantha@gmail.com         delhi       TOKYO     228619  WID-611   Contract      Married   23   Analyst             Female
EMP-281-B,RYAN    ,De  ,SALES,06-11-2014  12000   300 ,1000$,On Leave    ,Delhi     EMP-571-B ,Unnecessary,ryan@gmail.com             delhi       DELHI     209953  WID-730   On Home       Single    46   Developer           Male
EMP-526-C,roberto ,An  ,it,04-01-2022  12000   500 ,Two Hundred,Inactive    ,Paris     EMP-134-B ,Unnecessary,roberto@gmail.com          paris       TOKYO     812931  WID-656   Intern        Single    32   Analyst             Male
EMP-435-C,Jessica ,Ma  ,it,13-08-2021  10000   500 ,Two Hundred,Inactive    ,Paris     EMP-929-A ,Unnecessary,jessica@gmail.com          paris       TOKYO     362130  WID-780   Hybrid        Married   43   Manager             Female
EMP-826-A,luis    ,Ex  ,SALES,10-10-2017  10000   300 ,1000$,Terminated  ,Paris     EMP-708-B ,,luis@gmail.com             paris       TOKYO     659917  WID-146   Intern        Single    26   Executive           Male
EMP-415-B,BRIANNA ,Ex  ,it,15-10-2010  7000        ,300,Terminated  ,Delhi     EMP-726-A ,,brianna@gmail.com          delhi       MAH       998913  WID-176   Contract      Single    36   Executive           Female
